SK_ID_CURR,TARGET
101354,0.0933
101355,0.2115
101356,0.0390
101362,0.0564
101363,0.2656
101365,0.0276
101366,0.0819
101367,0.1043
101368,0.0115
101374,0.1067
101380,0.0351
101383,0.0371
101398,0.0230
101399,0.2174
101401,0.1467
101412,0.0479
101426,0.0306
101427,0.4290
101428,0.1611
101429,0.1517
101434,0.0371
101440,0.0494
101448,0.0763
101449,0.0615
101465,0.0679
101467,0.0255
101472,0.0679
101478,0.2155
101497,0.0780
101504,0.0914
101547,0.0224
101548,0.0653
101555,0.1564
101570,0.0202
101572,0.1051
101578,0.0437
101580,0.1506
101588,0.1141
101602,0.0187
101610,0.1269
101614,0.0656
101616,0.0790
101643,0.0924
101644,0.0413
101649,0.1344
101650,0.0608
101665,0.0099
101667,0.0852
101669,0.0761
101674,0.0663
101675,0.0162
101678,0.0877
101682,0.1457
101686,0.0728
101697,0.0886
101700,0.3030
101711,0.0535
101714,0.0259
101715,0.1200
101728,0.0271
101732,0.0384
101757,0.1650
101758,0.0445
101759,0.0647
101762,0.0343
101764,0.0520
101780,0.2835
101784,0.0122
101789,0.0124
101816,0.1065
101819,0.0421
101827,0.0130
101863,0.0616
101867,0.0472
101870,0.0130
101873,0.1284
101878,0.1781
101879,0.0501
101880,0.0265
101887,0.0588
101897,0.0367
101901,0.0809
101903,0.2069
101920,0.0362
101921,0.0357
101922,0.0378
101961,0.1414
101962,0.0347
101971,0.0650
101976,0.1510
102002,0.0728
102005,0.0315
102007,0.2302
102017,0.0188
102019,0.1806
102029,0.0159
102051,0.1006
102052,0.0171
102054,0.0198
102062,0.0588
102067,0.1075
102068,0.0508
102070,0.0513
102090,0.1200
102092,0.0810
102099,0.0837
102100,0.0561
102112,0.0503
102113,0.0388
102122,0.2196
102123,0.0777
102125,0.0428
102126,0.1914
102146,0.1018
102147,0.1028
102151,0.0281
102158,0.2264
102159,0.0280
102162,0.0933
102165,0.0470
102166,0.0322
102174,0.0364
102193,0.1212
102198,0.0369
102205,0.1018
102206,0.0419
102218,0.0271
102221,0.0293
102230,0.0573
102238,0.0977
102248,0.0461
102252,0.4013
102259,0.0397
102262,0.1491
102273,0.0736
102286,0.2444
102293,0.0220
102294,0.0522
102296,0.1066
102298,0.0311
102303,0.0266
102309,0.0460
102315,0.0636
102340,0.0171
102342,0.1329
102344,0.1432
102346,0.0535
102347,0.0403
102374,0.0553
102380,0.0237
102387,0.0168
102393,0.0753
102403,0.0252
102413,0.0281
102414,0.0138
102415,0.0410
102416,0.0873
102439,0.0478
102441,0.0603
102443,0.0152
102444,0.1957
102445,0.1292
102448,0.0678
102449,0.0835
102450,0.1302
102456,0.0753
102458,0.0671
102459,0.0459
102465,0.0315
102470,0.2266
102471,0.0473
102475,0.0478
102476,0.0983
102506,0.0665
102509,0.0910
102519,0.0270
102522,0.0774
102545,0.0273
102549,0.0414
102562,0.0114
102563,0.0291
102568,0.1042
102582,0.0935
102592,0.0285
102597,0.1512
102605,0.0446
102614,0.0324
102617,0.1004
102634,0.1547
102652,0.0197
102655,0.0154
102671,0.1552
102694,0.2242
102701,0.0249
102703,0.0165
102704,0.0263
102713,0.0207
102720,0.1536
102731,0.0251
102733,0.0805
102749,0.0350
102755,0.0467
102763,0.0498
102770,0.0495
102772,0.0590
102799,0.1329
102838,0.0425
102854,0.0631
102862,0.0740
102863,0.0447
102867,0.0286
102868,0.0195
102878,0.0675
102887,0.0645
102898,0.2009
102904,0.1036
102912,0.0429
102919,0.0311
102927,0.0891
102932,0.0552
102933,0.0643
102935,0.0408
102958,0.0593
102969,0.0576
102971,0.0135
102975,0.0654
102979,0.0509
102982,0.0203
102987,0.1801
102989,0.0627
102995,0.0648
102996,0.0500
103000,0.0371
103001,0.1151
103004,0.0652
103010,0.0179
103025,0.0896
103029,0.0528
103046,0.0869
103056,0.0440
103062,0.1174
103078,0.0098
103083,0.0147
103092,0.0688
103096,0.0797
103097,0.1522
103102,0.0960
103112,0.1231
103132,0.0671
103144,0.0669
103145,0.0838
103146,0.0352
103147,0.0671
103158,0.0166
103171,0.0376
103173,0.0223
103184,0.0291
103195,0.1315
103196,0.0402
103206,0.0204
103230,0.1666
103231,0.1590
103232,0.0227
103239,0.1083
103240,0.0888
103243,0.0436
103252,0.1131
103258,0.0829
103259,0.1824
103279,0.0167
103280,0.0083
103286,0.0309
103287,0.4261
103290,0.0287
103298,0.0304
103315,0.0111
103319,0.0558
103334,0.0625
103336,0.1141
103345,0.0392
103368,0.0165
103371,0.1603
103377,0.0310
103398,0.0271
103404,0.0471
103408,0.3750
103410,0.0750
103418,0.0338
103420,0.1787
103432,0.1094
103433,0.0253
103436,0.0623
103440,0.0451
103453,0.0454
103459,0.0814
103460,0.0520
103461,0.0192
103462,0.0263
103473,0.1200
103474,0.0249
103475,0.2374
103478,0.1083
103480,0.1481
103484,0.0307
103494,0.1038
103513,0.0975
103515,0.0279
103516,0.2209
103525,0.1015
103541,0.1552
103544,0.0416
103562,0.2512
103570,0.3571
103572,0.1052
103574,0.0250
103575,0.0408
103591,0.0425
103594,0.0755
103609,0.0364
103613,0.0313
103614,0.0321
103615,0.0336
103624,0.0644
103625,0.1425
103628,0.2101
103629,0.0301
103647,0.0740
103648,0.0812
103651,0.0387
103658,0.0202
103668,0.0466
103669,0.0287
103676,0.0835
103682,0.0890
103683,0.0545
103689,0.0278
103725,0.0800
103733,0.2187
103744,0.0171
103762,0.0591
103771,0.3663
103773,0.0156
103783,0.0349
103784,0.0677
103808,0.0308
103812,0.1329
103813,0.0972
103814,0.1004
103818,0.1741
103824,0.0177
103828,0.0372
103830,0.4364
103840,0.0253
103842,0.0608
103847,0.1154
103848,0.0482
103851,0.0218
103854,0.1546
103857,0.1349
103861,0.0162
103862,0.1321
103865,0.1244
103870,0.0080
103876,0.0363
103891,0.2954
103908,0.0845
103914,0.0854
103918,0.0489
103940,0.0609
103963,0.0887
103966,0.0844
103971,0.0752
103980,0.1080
103984,0.0990
103985,0.0613
103998,0.2242
104019,0.0134
104026,0.0941
104035,0.0601
104044,0.0992
104045,0.0452
104047,0.4186
104051,0.0268
104058,0.0398
104063,0.0158
104066,0.1869
104087,0.0419
104089,0.0273
104095,0.0338
104098,0.1262
104104,0.0396
104110,0.2575
104120,0.0597
104122,0.0132
104131,0.0157
104132,0.0603
104135,0.0781
104136,0.0300
104149,0.0519
104150,0.0446
104156,0.1450
104165,0.0837
104175,0.0316
104179,0.1006
104184,0.2275
104206,0.0440
104216,0.3738
104230,0.1416
104257,0.0704
104272,0.0502
104273,0.0783
104278,0.0613
104294,0.0884
104295,0.0398
104297,0.0256
104298,0.0451
104308,0.0715
104318,0.0173
104319,0.0950
104320,0.0561
104327,0.0755
104334,0.0570
104344,0.0393
104350,0.0228
104351,0.1511
104354,0.0361
104369,0.1260
104376,0.0955
104381,0.0658
104384,0.0346
104391,0.0564
104394,0.0082
104398,0.1339
104402,0.0117
104408,0.1090
104409,0.0342
104410,0.1854
104412,0.0408
104417,0.1221
104424,0.0941
104426,0.0727
104435,0.0913
104445,0.0147
104458,0.0461
104460,0.0455
104466,0.0158
104472,0.1101
104473,0.0877
104479,0.0171
104480,0.0397
104482,0.1386
104499,0.0153
104501,0.0189
104502,0.0416
104506,0.0761
104510,0.0137
104512,0.0900
104520,0.1208
104528,0.0366
104529,0.0181
104541,0.0472
104578,0.0356
104584,0.1011
104588,0.1049
104602,0.2283
104610,0.0363
104611,0.1071
104618,0.1052
104620,0.0453
104622,0.0425
104624,0.0382
104625,0.0871
104634,0.0919
104639,0.0306
104646,0.0479
104647,0.0639
104652,0.0648
104670,0.1353
104677,0.0305
104685,0.1654
104691,0.0412
104696,0.0755
104699,0.0202
104712,0.1017
104714,0.0458
104717,0.0525
104718,0.0091
104740,0.0501
104741,0.0283
104743,0.0065
104744,0.0335
104747,0.1061
104767,0.0712
104772,0.2689
104776,0.1183
104779,0.0187
104814,0.0151
104815,0.0450
104830,0.0862
104831,0.1987
104833,0.1386
104839,0.0182
104840,0.0462
104860,0.0397
104861,0.0284
104866,0.0569
104870,0.0295
104877,0.0591
104878,0.0154
104879,0.0365
104880,0.0369
104899,0.0715
104906,0.0746
104907,0.0643
104913,0.1327
104916,0.0841
104921,0.0320
104930,0.0373
104931,0.2727
104936,0.0445
104937,0.0543
104942,0.0263
104943,0.0423
104969,0.0564
104972,0.2317
104988,0.0645
105013,0.0265
105015,0.0169
105019,0.0959
105027,0.0480
105030,0.0868
105035,0.1941
105041,0.0253
105051,0.0722
105056,0.1043
105067,0.4095
105071,0.0416
105072,0.0580
105074,0.0771
105091,0.0635
105101,0.0229
105103,0.0455
105134,0.0436
105139,0.0204
105142,0.1407
105146,0.0347
105163,0.0304
105168,0.0623
105172,0.0155
105176,0.3375
105195,0.0653
105196,0.1666
105197,0.0246
105203,0.0290
105223,0.0707
105227,0.2049
105228,0.0174
105230,0.1872
105231,0.1404
105239,0.0580
105242,0.0660
105244,0.0578
105245,0.0574
105248,0.0728
105249,0.0370
105266,0.1431
105271,0.1585
105276,0.0367
105282,0.0225
105292,0.0948
105297,0.0160
105332,0.0298
105333,0.0413
105343,0.0707
105344,0.0477
105345,0.0968
105357,0.0377
105359,0.0445
105366,0.0440
105367,0.0760
105370,0.0135
105377,0.0613
105390,0.0493
105399,0.0195
105403,0.0756
105404,0.0358
105414,0.0323
105417,0.0353
105425,0.0961
105452,0.2246
105454,0.0971
105456,0.0596
105470,0.0347
105471,0.0567
105483,0.2222
105493,0.1054
105508,0.0548
105514,0.0458
105515,0.0101
105528,0.1969
105529,0.0523
105531,0.1136
105532,0.1089
105558,0.0135
105574,0.0133
105578,0.0078
105584,0.1497
105595,0.0591
105617,0.0733
105618,0.0383
105621,0.0373
105625,0.0510
105629,0.0611
105630,0.0129
105634,0.0338
105635,0.0128
105641,0.0943
105647,0.1126
105648,0.1114
105655,0.0367
105657,0.0317
105672,0.0581
105678,0.1670
105682,0.0793
105691,0.0717
105692,0.0443
105706,0.0471
105712,0.0344
105720,0.0559
105734,0.0182
105735,0.0454
105736,0.1557
105737,0.0234
105738,0.1012
105740,0.1496
105744,0.0656
105747,0.0978
105749,0.1707
105754,0.0849
105758,0.0278
105760,0.0375
105767,0.1973
105784,0.1513
105791,0.0345
105802,0.1771
105807,0.0681
105809,0.0353
105816,0.0569
105817,0.0384
105824,0.0667
105832,0.0510
105856,0.0405
105865,0.0635
105899,0.2089
105906,0.0272
105916,0.1077
105923,0.0597
105937,0.1223
105965,0.0256
105966,0.0665
105968,0.1068
105973,0.0263
105976,0.1159
105978,0.0762
105979,0.0288
105991,0.1606
105998,0.1781
105999,0.0435
106000,0.2082
106001,0.0603
106010,0.0737
106011,0.0249
106013,0.1201
106015,0.0520
106026,0.0342
106032,0.1064
106035,0.1854
106040,0.0342
106041,0.0900
106044,0.0148
106053,0.1371
106054,0.0150
106065,0.1328
106081,0.0414
106083,0.0796
106087,0.0346
106090,0.0933
106101,0.0136
106102,0.0270
106109,0.1247
106116,0.1099
106150,0.0136
106155,0.0890
106166,0.0113
106176,0.0977
106189,0.0342
106199,0.0685
106205,0.0990
106206,0.1009
106211,0.0465
106214,0.0427
106216,0.0701
106217,0.0446
106225,0.0641
106249,0.0401
106256,0.1905
106258,0.0576
106261,0.0306
106262,0.1630
106264,0.0209
106271,0.0567
106276,0.0385
106277,0.0685
106286,0.0842
106293,0.0331
106295,0.0934
106296,0.0399
106297,0.0745
106298,0.0449
106311,0.0221
106314,0.0354
106320,0.0327
106334,0.0671
106346,0.2365
106347,0.0350
106349,0.0211
106354,0.0227
106360,0.0543
106373,0.1316
106377,0.1776
106386,0.1588
106387,0.0473
106391,0.0139
106401,0.1329
106411,0.0874
106413,0.3439
106426,0.0699
106427,0.0672
106428,0.0510
106434,0.0660
106438,0.0417
106440,0.0463
106441,0.0332
106452,0.0897
106453,0.1191
106454,0.1180
106457,0.0742
106484,0.0652
106488,0.0796
106491,0.1925
106514,0.1004
106527,0.1094
106528,0.0918
106529,0.0076
106534,0.1493
106550,0.1822
106577,0.0863
106585,0.0716
106590,0.0248
106607,0.0362
106610,0.0602
106611,0.0925
106612,0.0506
106624,0.0450
106631,0.0082
106647,0.2220
106660,0.1338
106674,0.0827
106687,0.0656
106712,0.0713
106713,0.0986
106717,0.0406
106720,0.0844
106721,0.0725
106724,0.0280
106735,0.0720
106739,0.0791
106740,0.1585
106754,0.0590
106760,0.1681
106761,0.0957
106784,0.1102
106787,0.0664
106797,0.0186
106798,0.1248
106802,0.0925
106803,0.0364
106804,0.2398
106805,0.0230
106810,0.0938
106812,0.1441
106813,0.0730
106817,0.1182
106822,0.0502
106823,0.0393
106827,0.0349
106841,0.1842
106851,0.1736
106852,0.0641
106853,0.1048
106854,0.3421
106861,0.0420
106873,0.1052
106877,0.0323
106878,0.0176
106881,0.0174
106900,0.0372
106906,0.0509
106907,0.1219
106914,0.2671
106916,0.0528
106924,0.0284
106931,0.0198
106936,0.1390
106937,0.2074
106938,0.0317
106939,0.0526
106943,0.0573
106944,0.3663
106967,0.0274
106980,0.0560
106986,0.0810
106987,0.0245
106990,0.0355
107013,0.0162
107023,0.0368
107033,0.1339
107037,0.1496
107048,0.0257
107071,0.0223
107081,0.0283
107113,0.0647
107130,0.0847
107131,0.0553
107145,0.2054
107156,0.0868
107219,0.1366
107222,0.1160
107223,0.2641
107232,0.1037
107245,0.0898
107246,0.0587
107247,0.0865
107256,0.0164
107259,0.0231
107260,0.0268
107279,0.1606
107280,0.1099
107281,0.0221
107285,0.0276
107329,0.0216
107337,0.1512
107349,0.0423
107350,0.0322
107351,0.0383
107359,0.1343
107391,0.1346
107394,0.0328
107395,0.0152
107406,0.0185
107416,0.0945
107417,0.0654
107418,0.1039
107419,0.0697
107444,0.0152
107445,0.0503
107446,0.1147
107460,0.1905
107470,0.0526
107475,0.1467
107520,0.0171
107526,0.1291
107527,0.0129
107530,0.0190
107532,0.0829
107534,0.1026
107535,0.1919
107554,0.2257
107556,0.0256
107559,0.1483
107561,0.0165
107564,0.1278
107566,0.0132
107571,0.0418
107590,0.2001
107602,0.0902
107625,0.0749
107626,0.3754
107635,0.0151
107636,0.1056
107645,0.0695
107652,0.1934
107655,0.0352
107668,0.0336
107670,0.0676
107677,0.0175
107680,0.0770
107683,0.1475
107684,0.0357
107691,0.1293
107692,0.0465
107703,0.0372
107709,0.0227
107710,0.2119
107721,0.2464
107725,0.0744
107727,0.0456
107739,0.0187
107740,0.0948
107741,0.0457
107747,0.0263
107765,0.3545
107768,0.0439
107775,0.1557
107782,0.3111
107790,0.1072
107801,0.0314
107807,0.0272
107811,0.0301
107817,0.0325
107826,0.0270
107838,0.0993
107839,0.0559
107843,0.0865
107847,0.1373
107849,0.1542
107850,0.0977
107867,0.1240
107871,0.0863
107908,0.0110
107913,0.0586
107927,0.0462
107931,0.1388
107955,0.0298
107962,0.0719
107977,0.0738
107978,0.1139
107993,0.0524
108010,0.1496
108016,0.0340
108018,0.2761
108027,0.1053
108045,0.2048
108069,0.1477
108082,0.0262
108089,0.0739
108092,0.0431
108106,0.0313
108112,0.0383
108120,0.0589
108122,0.1490
108135,0.0503
108170,0.0343
108171,0.0959
108177,0.0170
108180,0.0423
108183,0.0388
108184,0.0246
108185,0.0554
108192,0.0634
108195,0.2125
108196,0.0784
108218,0.0323
108219,0.0658
108243,0.1139
108249,0.0072
108251,0.0174
108274,0.0529
108280,0.4776
108289,0.0264
108292,0.0595
108295,0.0164
108327,0.0194
108332,0.0614
108346,0.0654
108349,0.0901
108353,0.1111
108362,0.0693
108363,0.0458
108377,0.4074
108378,0.1517
108381,0.0237
108383,0.1003
108390,0.0861
108407,0.0483
108408,0.0291
108411,0.0141
108412,0.0874
108419,0.0723
108436,0.3366
108437,0.1055
108438,0.0291
108441,0.0228
108448,0.0360
108449,0.0737
108466,0.0130
108467,0.1228
108473,0.1461
108474,0.0524
108476,0.0409
108479,0.0247
108486,0.0190
108493,0.0319
108501,0.0651
108506,0.1584
108510,0.0339
108511,0.0591
108514,0.0383
108517,0.0257
108519,0.0722
108522,0.0177
108548,0.1663
108554,0.0875
108555,0.2238
108559,0.0168
108562,0.0675
108571,0.0612
108572,0.0431
108579,0.0385
108583,0.0166
108584,0.0248
108592,0.0360
108602,0.0127
108609,0.0659
108613,0.1645
108616,0.0977
108618,0.1080
108620,0.0456
108643,0.0456
108649,0.0515
108654,0.1055
108655,0.0234
108656,0.0533
108667,0.0783
108668,0.1640
108682,0.1094
108690,0.0950
108691,0.0808
108692,0.0805
108695,0.0485
108699,0.0544
108710,0.1271
108718,0.2240
108739,0.1555
108740,0.0194
108741,0.0150
108742,0.1324
108763,0.0083
108767,0.1326
108769,0.0595
108779,0.1966
108788,0.0329
108801,0.0546
108802,0.0520
108810,0.0699
108811,0.0369
108813,0.0272
108814,0.0943
108825,0.0512
108826,0.1119
108830,0.0743
108834,0.0452
108852,0.0542
108887,0.1166
108901,0.1860
108908,0.0118
108910,0.1202
108920,0.0519
108922,0.0402
108929,0.1447
108930,0.0343
108937,0.1509
108938,0.0269
108943,0.1438
108948,0.0483
108953,0.0318
108956,0.0842
108965,0.0215
108985,0.1878
108986,0.1244
108987,0.0456
108990,0.0358
108991,0.1313
108993,0.1520
109000,0.1102
109001,0.1483
109012,0.3486
109014,0.0371
109015,0.1517
109021,0.0316
109037,0.0692
109042,0.1048
109044,0.1343
109046,0.4280
109064,0.0063
109084,0.1500
109086,0.0607
109092,0.0123
109093,0.0773
109100,0.0814
109101,0.0212
109110,0.0196
109114,0.1403
109126,0.1316
109152,0.0202
109162,0.0515
109167,0.0459
109168,0.0614
109169,0.0163
109179,0.0738
109184,0.0844
109191,0.1521
109192,0.0428
109193,0.0177
109196,0.0993
109206,0.1755
109210,0.0061
109244,0.1713
109249,0.0812
109273,0.0412
109276,0.1606
109281,0.0433
109287,0.0617
109297,0.1655
109298,0.0751
109306,0.0187
109309,0.0775
109321,0.2649
109328,0.1714
109336,0.0159
109342,0.0903
109346,0.0175
109347,0.0953
109348,0.1454
109362,0.0695
109363,0.0060
109367,0.0281
109370,0.0253
109393,0.0856
109405,0.0555
109413,0.0827
109414,0.3593
109421,0.0613
109427,0.1560
109428,0.0448
109429,0.2430
109437,0.0353
109443,0.0230
109461,0.0732
109468,0.0683
109469,0.0240
109471,0.1762
109479,0.0539
109484,0.0357
109501,0.0814
109505,0.0428
109535,0.0337
109539,0.0132
109544,0.1022
109545,0.0221
109551,0.0722
109553,0.0238
109555,0.0423
109561,0.0600
109580,0.0180
109583,0.2185
109593,0.1273
109604,0.0719
109620,0.1071
109635,0.0180
109637,0.2773
109638,0.0484
109642,0.0333
109649,0.0175
109652,0.0902
109656,0.0334
109663,0.0798
109696,0.1953
109700,0.2238
109709,0.0427
109735,0.0707
109740,0.0786
109741,0.1534
109749,0.0926
109764,0.0376
109771,0.1476
109772,0.0493
109773,0.1331
109798,0.0412
109802,0.1329
109804,0.0364
109813,0.0455
109818,0.0452
109848,0.0727
109850,0.0433
109851,0.0567
109855,0.0115
109871,0.1847
109877,0.1194
109883,0.0316
109886,0.0283
109905,0.0735
109936,0.2298
109950,0.1224
109958,0.0534
109959,0.1039
109969,0.0389
109971,0.0110
109984,0.0387
109985,0.2521
109988,0.0583
109992,0.1045
110005,0.1183
110009,0.0710
110011,0.2676
110014,0.1114
110026,0.0150
110042,0.0321
110058,0.0289
110069,0.1117
110080,0.0409
110087,0.1121
110091,0.0329
110094,0.0592
110098,0.1622
110105,0.0815
110117,0.0526
110136,0.1294
110138,0.3289
110149,0.0768
110164,0.1052
110202,0.0964
110212,0.0223
110226,0.0126
110236,0.0175
110249,0.0152
110257,0.0310
110258,0.0174
110277,0.0381
110282,0.0782
110284,0.0367
110286,0.0470
110289,0.0107
110304,0.0336
110319,0.0485
110324,0.0647
110326,0.0395
110335,0.0708
110337,0.0658
110338,0.0986
110343,0.0398
110345,0.0732
110347,0.1012
110355,0.0138
110359,0.0433
110360,0.0753
110364,0.1758
110371,0.0989
110372,0.0262
110376,0.0679
110379,0.1676
110380,0.0928
110393,0.0641
110401,0.1791
110406,0.0271
110411,0.0978
110416,0.0285
110420,0.0262
110443,0.0627
110465,0.0480
110468,0.0780
110469,0.0960
110471,0.1645
110487,0.3264
110491,0.0687
110504,0.0644
110547,0.0294
110550,0.0095
110559,0.0919
110578,0.0908
110582,0.1037
110590,0.0449
110598,0.0539
110601,0.3383
110602,0.0251
110604,0.0671
110625,0.2189
110626,0.1463
110636,0.1652
110637,0.1403
110638,0.1085
110646,0.0521
110648,0.0406
110652,0.0679
110681,0.0342
110682,0.1589
110687,0.0946
110691,0.0324
110694,0.0605
110695,0.0393
110696,0.0635
110708,0.0436
110710,0.0378
110717,0.0456
110730,0.0719
110740,0.0442
110742,0.0245
110747,0.0473
110761,0.0725
110766,0.0146
110769,0.0230
110774,0.0467
110803,0.0429
110805,0.0418
110809,0.2463
110827,0.0688
110832,0.0360
110839,0.0718
110859,0.1269
110861,0.0274
110863,0.2141
110865,0.1744
110881,0.0875
110889,0.0323
110891,0.0409
110894,0.0285
110895,0.0511
110907,0.1339
110914,0.0998
110933,0.0183
110934,0.0126
110937,0.0635
110953,0.0408
110954,0.2244
110958,0.2742
110970,0.0614
110974,0.1224
110977,0.1207
110989,0.0440
110993,0.3475
110994,0.1480
111018,0.0282
111019,0.0499
111030,0.1142
111032,0.0261
111041,0.0496
111045,0.0225
111048,0.0146
111052,0.0568
111070,0.2377
111084,0.1251
111091,0.0242
111104,0.0136
111108,0.0935
111112,0.0770
111127,0.0189
111142,0.0842
111146,0.1736
111165,0.0272
111168,0.0330
111169,0.1520
111172,0.0362
111173,0.0077
111174,0.0997
111175,0.1389
111176,0.0447
111177,0.0757
111180,0.0202
111182,0.0345
111192,0.0518
111194,0.1312
111196,0.0738
111197,0.0397
111198,0.0217
111205,0.0426
111207,0.0852
111222,0.0233
111228,0.0476
111233,0.0153
111256,0.0270
111258,0.0158
111262,0.0187
111263,0.1009
111267,0.0196
111269,0.0826
111276,0.0309
111277,0.0862
111279,0.1394
111290,0.0438
111294,0.0257
111295,0.0534
111315,0.1736
111318,0.1189
111327,0.0189
111328,0.0852
111332,0.1192
111338,0.0150
111343,0.1672
111344,0.0523
111345,0.3508
111347,0.0189
111356,0.0221
111359,0.1000
111367,0.0443
111368,0.0281
111391,0.1132
111408,0.0137
111412,0.0519
111419,0.1327
111422,0.0241
111423,0.2813
111439,0.0422
111452,0.2611
111456,0.0639
111467,0.0148
111478,0.1517
111482,0.0341
111488,0.1055
111503,0.0689
111510,0.0152
111512,0.0219
111518,0.0592
111532,0.0865
111537,0.0224
111541,0.0693
111544,0.1905
111550,0.0112
111554,0.1135
111560,0.1585
111566,0.0239
111567,0.1611
111592,0.0414
111618,0.0749
111620,0.0686
111627,0.0317
111641,0.2258
111646,0.1775
111652,0.0544
111657,0.0294
111664,0.0959
111665,0.0539
111669,0.0266
111673,0.0400
111687,0.0310
111688,0.0475
111689,0.0258
111694,0.0635
111695,0.0511
111698,0.0347
111703,0.0279
111709,0.0162
111712,0.0220
111715,0.0774
111724,0.0448
111730,0.0290
111747,0.0361
111760,0.0285
111761,0.0274
111763,0.0569
111776,0.0210
111777,0.0122
111781,0.0039
111793,0.0464
111804,0.3013
111810,0.2210
111816,0.0520
111818,0.0687
111830,0.0495
111832,0.0349
111841,0.0158
111842,0.0659
111843,0.0809
111846,0.1123
111848,0.1796
111856,0.0192
111857,0.0098
111877,0.0184
111882,0.0401
111883,0.0450
111891,0.0342
111893,0.0526
111901,0.0368
111912,0.0860
111913,0.0264
111955,0.0158
111958,0.0383
111960,0.1281
111967,0.0585
112000,0.1267
112003,0.1024
112015,0.1178
112019,0.2785
112020,0.0261
112028,0.0549
112029,0.1229
112031,0.0283
112039,0.0769
112042,0.0273
112049,0.0171
112052,0.1231
112054,0.0120
112055,0.0410
112063,0.1207
112070,0.0376
112071,0.1385
112080,0.0320
112083,0.0099
112085,0.0631
112089,0.0943
112098,0.1707
112100,0.0694
112105,0.0493
112124,0.0541
112126,0.0887
112127,0.0346
112128,0.0264
112148,0.0223
112149,0.0580
112165,0.0937
112170,0.0528
112171,0.0514
112176,0.0969
112186,0.0320
112199,0.0595
112203,0.0345
112214,0.0964
112215,0.0836
112216,0.0469
112224,0.0630
112225,0.0492
112231,0.0993
112234,0.0753
112235,0.0216
112236,0.1808
112254,0.1136
112265,0.0976
112271,0.0287
112284,0.0348
112287,0.1009
112295,0.1522
112303,0.1467
112307,0.1604
112310,0.0215
112312,0.1409
112313,0.0167
112326,0.0903
112333,0.0291
112334,0.0559
